Files already downloaded and verified
Params 0.01% alive (2114/21289802) parameters
Epoch 1/250 lr: 0.01 	| train_acc: 12.29%  	train_loss: 2.2902  	val_acc: 11.03%  	val_loss: 2.2990
Epoch 102/250 lr: 0.00125 	| train_acc: 92.49%  	train_loss: 0.2100  	val_acc: 84.53%  	val_loss: 0.5471
Epoch 103/250 lr: 0.00125 	| train_acc: 93.16%  	train_loss: 0.1941  	val_acc: 84.35%  	val_loss: 0.5446
Epoch 104/250 lr: 0.00125 	| train_acc: 93.24%  	train_loss: 0.1915  	val_acc: 84.79%  	val_loss: 0.5377
Epoch 105/250 lr: 0.00125 	| train_acc: 93.38%  	train_loss: 0.1832  	val_acc: 85.05%  	val_loss: 0.5241
Epoch 106/250 lr: 0.00125 	| train_acc: 93.57%  	train_loss: 0.1786  	val_acc: 84.69%  	val_loss: 0.5434
Epoch 107/250 lr: 0.00125 	| train_acc: 93.69%  	train_loss: 0.1785  	val_acc: 84.44%  	val_loss: 0.5461
Epoch 108/250 lr: 0.00125 	| train_acc: 93.76%  	train_loss: 0.1746  	val_acc: 83.92%  	val_loss: 0.5826
Epoch 109/250 lr: 0.00125 	| train_acc: 93.83%  	train_loss: 0.1708  	val_acc: 84.34%  	val_loss: 0.5537
Epoch 110/250 lr: 0.00125 	| train_acc: 94.09%  	train_loss: 0.1652  	val_acc: 84.71%  	val_loss: 0.5319
Epoch 111/250 lr: 0.00125 	| train_acc: 94.12%  	train_loss: 0.1647  	val_acc: 85.40%  	val_loss: 0.5264
Epoch 112/250 lr: 0.00125 	| train_acc: 94.27%  	train_loss: 0.1610  	val_acc: 85.16%  	val_loss: 0.5441
Epoch 113/250 lr: 0.00125 	| train_acc: 94.31%  	train_loss: 0.1595  	val_acc: 84.82%  	val_loss: 0.5302
Epoch 114/250 lr: 0.00125 	| train_acc: 94.64%  	train_loss: 0.1518  	val_acc: 85.57%  	val_loss: 0.5255
Epoch 115/250 lr: 0.00125 	| train_acc: 94.64%  	train_loss: 0.1505  	val_acc: 84.68%  	val_loss: 0.5606
Epoch 116/250 lr: 0.00125 	| train_acc: 94.65%  	train_loss: 0.1524  	val_acc: 85.34%  	val_loss: 0.5299
Epoch 117/250 lr: 0.00125 	| train_acc: 94.89%  	train_loss: 0.1468  	val_acc: 85.42%  	val_loss: 0.5238
Epoch 118/250 lr: 0.00125 	| train_acc: 95.03%  	train_loss: 0.1427  	val_acc: 85.10%  	val_loss: 0.5514
Epoch 119/250 lr: 0.00125 	| train_acc: 94.88%  	train_loss: 0.1440  	val_acc: 84.64%  	val_loss: 0.5453
Epoch 120/250 lr: 0.00125 	| train_acc: 95.19%  	train_loss: 0.1401  	val_acc: 84.89%  	val_loss: 0.5470
Epoch 121/250 lr: 0.000625 	| train_acc: 96.56%  	train_loss: 0.1009  	val_acc: 86.65%  	val_loss: 0.4998
Epoch 122/250 lr: 0.000625 	| train_acc: 97.22%  	train_loss: 0.0821  	val_acc: 86.28%  	val_loss: 0.5313
Epoch 123/250 lr: 0.000625 	| train_acc: 97.42%  	train_loss: 0.0761  	val_acc: 86.17%  	val_loss: 0.5302
Epoch 124/250 lr: 0.000625 	| train_acc: 97.44%  	train_loss: 0.0750  	val_acc: 86.36%  	val_loss: 0.5305
Epoch 125/250 lr: 0.000625 	| train_acc: 97.62%  	train_loss: 0.0702  	val_acc: 85.92%  	val_loss: 0.5502
Epoch 126/250 lr: 0.000625 	| train_acc: 97.59%  	train_loss: 0.0685  	val_acc: 86.50%  	val_loss: 0.5388
Epoch 127/250 lr: 0.000625 	| train_acc: 97.63%  	train_loss: 0.0686  	val_acc: 86.34%  	val_loss: 0.5511
Epoch 128/250 lr: 0.000625 	| train_acc: 97.65%  	train_loss: 0.0699  	val_acc: 86.01%  	val_loss: 0.5664
Epoch 129/250 lr: 0.000625 	| train_acc: 97.84%  	train_loss: 0.0637  	val_acc: 86.25%  	val_loss: 0.5535
Epoch 130/250 lr: 0.000625 	| train_acc: 97.89%  	train_loss: 0.0617  	val_acc: 85.98%  	val_loss: 0.5778
Epoch 131/250 lr: 0.000625 	| train_acc: 97.87%  	train_loss: 0.0633  	val_acc: 86.61%  	val_loss: 0.5600
Epoch 132/250 lr: 0.000625 	| train_acc: 97.93%  	train_loss: 0.0625  	val_acc: 85.90%  	val_loss: 0.5656
Epoch 133/250 lr: 0.000625 	| train_acc: 98.09%  	train_loss: 0.0571  	val_acc: 86.08%  	val_loss: 0.5705
Epoch 134/250 lr: 0.000625 	| train_acc: 97.98%  	train_loss: 0.0586  	val_acc: 86.26%  	val_loss: 0.5680
Epoch 135/250 lr: 0.000625 	| train_acc: 97.86%  	train_loss: 0.0619  	val_acc: 85.92%  	val_loss: 0.5792
Epoch 136/250 lr: 0.000625 	| train_acc: 97.96%  	train_loss: 0.0603  	val_acc: 86.21%  	val_loss: 0.5624
Epoch 137/250 lr: 0.000625 	| train_acc: 98.15%  	train_loss: 0.0560  	val_acc: 86.17%  	val_loss: 0.5789
Epoch 138/250 lr: 0.000625 	| train_acc: 97.93%  	train_loss: 0.0610  	val_acc: 85.66%  	val_loss: 0.6063
Epoch 139/250 lr: 0.000625 	| train_acc: 98.19%  	train_loss: 0.0543  	val_acc: 85.87%  	val_loss: 0.6018
Epoch 140/250 lr: 0.000625 	| train_acc: 98.14%  	train_loss: 0.0552  	val_acc: 85.96%  	val_loss: 0.5851
Epoch 141/250 lr: 0.000625 	| train_acc: 98.11%  	train_loss: 0.0550  	val_acc: 85.93%  	val_loss: 0.5868
Epoch 142/250 lr: 0.000625 	| train_acc: 98.13%  	train_loss: 0.0560  	val_acc: 85.93%  	val_loss: 0.5948
Epoch 143/250 lr: 0.000625 	| train_acc: 98.21%  	train_loss: 0.0536  	val_acc: 86.17%  	val_loss: 0.5940
Epoch 144/250 lr: 0.000625 	| train_acc: 98.17%  	train_loss: 0.0540  	val_acc: 86.12%  	val_loss: 0.5845
Epoch 145/250 lr: 0.000625 	| train_acc: 98.07%  	train_loss: 0.0555  	val_acc: 85.76%  	val_loss: 0.5937
Epoch 146/250 lr: 0.000625 	| train_acc: 98.12%  	train_loss: 0.0568  	val_acc: 85.64%  	val_loss: 0.5934
Epoch 147/250 lr: 0.000625 	| train_acc: 98.22%  	train_loss: 0.0529  	val_acc: 86.32%  	val_loss: 0.5821
Epoch 148/250 lr: 0.000625 	| train_acc: 98.32%  	train_loss: 0.0502  	val_acc: 86.03%  	val_loss: 0.5883
Epoch 149/250 lr: 0.000625 	| train_acc: 98.22%  	train_loss: 0.0514  	val_acc: 85.98%  	val_loss: 0.5901
Epoch 150/250 lr: 0.000625 	| train_acc: 98.22%  	train_loss: 0.0514  	val_acc: 86.01%  	val_loss: 0.6028
Params 99.11% alive (21100736/21289802) parameters
Epoch 151/250 lr: 0.0003125 	| train_acc: 98.21%  	train_loss: 0.0525  	val_acc: 86.31%  	val_loss: 0.5782
Epoch 152/250 lr: 0.0003125 	| train_acc: 98.62%  	train_loss: 0.0412  	val_acc: 86.06%  	val_loss: 0.5968
Epoch 153/250 lr: 0.0003125 	| train_acc: 98.72%  	train_loss: 0.0392  	val_acc: 86.29%  	val_loss: 0.5824
Epoch 154/250 lr: 0.0003125 	| train_acc: 98.73%  	train_loss: 0.0383  	val_acc: 86.72%  	val_loss: 0.5731
Epoch 155/250 lr: 0.0003125 	| train_acc: 98.87%  	train_loss: 0.0344  	val_acc: 86.60%  	val_loss: 0.5769
Epoch 156/250 lr: 0.0003125 	| train_acc: 98.91%  	train_loss: 0.0335  	val_acc: 86.44%  	val_loss: 0.5774
Epoch 157/250 lr: 0.0003125 	| train_acc: 98.88%  	train_loss: 0.0342  	val_acc: 86.27%  	val_loss: 0.5879
Epoch 158/250 lr: 0.0003125 	| train_acc: 99.04%  	train_loss: 0.0291  	val_acc: 86.34%  	val_loss: 0.5989
Epoch 159/250 lr: 0.0003125 	| train_acc: 99.00%  	train_loss: 0.0309  	val_acc: 86.57%  	val_loss: 0.5857
Epoch 160/250 lr: 0.0003125 	| train_acc: 99.05%  	train_loss: 0.0293  	val_acc: 86.85%  	val_loss: 0.5874
Epoch 161/250 lr: 0.0003125 	| train_acc: 98.98%  	train_loss: 0.0312  	val_acc: 86.27%  	val_loss: 0.5980
Epoch 162/250 lr: 0.0003125 	| train_acc: 99.13%  	train_loss: 0.0280  	val_acc: 86.53%  	val_loss: 0.5962
Epoch 163/250 lr: 0.0003125 	| train_acc: 99.09%  	train_loss: 0.0277  	val_acc: 86.54%  	val_loss: 0.5881
Epoch 164/250 lr: 0.0003125 	| train_acc: 99.07%  	train_loss: 0.0280  	val_acc: 86.73%  	val_loss: 0.6015
Epoch 165/250 lr: 0.0003125 	| train_acc: 99.12%  	train_loss: 0.0279  	val_acc: 86.51%  	val_loss: 0.6053
Epoch 166/250 lr: 0.0003125 	| train_acc: 99.20%  	train_loss: 0.0252  	val_acc: 86.29%  	val_loss: 0.6088
Epoch 167/250 lr: 0.0003125 	| train_acc: 99.14%  	train_loss: 0.0256  	val_acc: 86.39%  	val_loss: 0.6104
Epoch 168/250 lr: 0.0003125 	| train_acc: 99.13%  	train_loss: 0.0269  	val_acc: 86.51%  	val_loss: 0.6077
Epoch 169/250 lr: 0.0003125 	| train_acc: 99.15%  	train_loss: 0.0268  	val_acc: 86.57%  	val_loss: 0.6062
Epoch 170/250 lr: 0.0003125 	| train_acc: 99.22%  	train_loss: 0.0246  	val_acc: 86.52%  	val_loss: 0.6066
Epoch 171/250 lr: 0.0003125 	| train_acc: 99.10%  	train_loss: 0.0262  	val_acc: 86.52%  	val_loss: 0.6059
Epoch 172/250 lr: 0.0003125 	| train_acc: 99.13%  	train_loss: 0.0257  	val_acc: 86.63%  	val_loss: 0.6102
Epoch 173/250 lr: 0.0003125 	| train_acc: 99.21%  	train_loss: 0.0254  	val_acc: 86.26%  	val_loss: 0.6217
Epoch 174/250 lr: 0.0003125 	| train_acc: 99.18%  	train_loss: 0.0251  	val_acc: 86.42%  	val_loss: 0.6124
Epoch 175/250 lr: 0.0003125 	| train_acc: 99.15%  	train_loss: 0.0260  	val_acc: 86.70%  	val_loss: 0.6032
Epoch 176/250 lr: 0.0003125 	| train_acc: 99.30%  	train_loss: 0.0227  	val_acc: 86.48%  	val_loss: 0.6108
Epoch 177/250 lr: 0.0003125 	| train_acc: 99.25%  	train_loss: 0.0243  	val_acc: 86.60%  	val_loss: 0.6194
Epoch 178/250 lr: 0.0003125 	| train_acc: 99.25%  	train_loss: 0.0235  	val_acc: 86.97%  	val_loss: 0.6006
Epoch 179/250 lr: 0.0003125 	| train_acc: 99.19%  	train_loss: 0.0251  	val_acc: 86.51%  	val_loss: 0.6133
Epoch 180/250 lr: 0.0003125 	| train_acc: 99.25%  	train_loss: 0.0239  	val_acc: 86.40%  	val_loss: 0.6138
Epoch 181/250 lr: 0.00015625 	| train_acc: 99.36%  	train_loss: 0.0201  	val_acc: 86.63%  	val_loss: 0.5996
Epoch 182/250 lr: 0.00015625 	| train_acc: 99.47%  	train_loss: 0.0180  	val_acc: 86.68%  	val_loss: 0.5997
Epoch 183/250 lr: 0.00015625 	| train_acc: 99.54%  	train_loss: 0.0159  	val_acc: 86.67%  	val_loss: 0.6065
Epoch 184/250 lr: 0.00015625 	| train_acc: 99.57%  	train_loss: 0.0145  	val_acc: 87.09%  	val_loss: 0.5937
Epoch 185/250 lr: 0.00015625 	| train_acc: 99.61%  	train_loss: 0.0145  	val_acc: 86.89%  	val_loss: 0.5962
Epoch 186/250 lr: 0.00015625 	| train_acc: 99.57%  	train_loss: 0.0145  	val_acc: 86.93%  	val_loss: 0.6063
Epoch 187/250 lr: 0.00015625 	| train_acc: 99.53%  	train_loss: 0.0150  	val_acc: 87.09%  	val_loss: 0.5962
Epoch 188/250 lr: 0.00015625 	| train_acc: 99.61%  	train_loss: 0.0134  	val_acc: 87.09%  	val_loss: 0.5988
Epoch 189/250 lr: 0.00015625 	| train_acc: 99.57%  	train_loss: 0.0137  	val_acc: 86.91%  	val_loss: 0.6053
Epoch 190/250 lr: 0.00015625 	| train_acc: 99.63%  	train_loss: 0.0131  	val_acc: 87.18%  	val_loss: 0.6069
Epoch 191/250 lr: 0.00015625 	| train_acc: 99.60%  	train_loss: 0.0129  	val_acc: 86.91%  	val_loss: 0.6114
Epoch 192/250 lr: 0.00015625 	| train_acc: 99.65%  	train_loss: 0.0122  	val_acc: 86.93%  	val_loss: 0.6074
Epoch 193/250 lr: 0.00015625 	| train_acc: 99.63%  	train_loss: 0.0127  	val_acc: 87.16%  	val_loss: 0.6028
Epoch 194/250 lr: 0.00015625 	| train_acc: 99.64%  	train_loss: 0.0125  	val_acc: 86.87%  	val_loss: 0.6056
Epoch 195/250 lr: 0.00015625 	| train_acc: 99.61%  	train_loss: 0.0126  	val_acc: 87.04%  	val_loss: 0.6002
Epoch 196/250 lr: 0.00015625 	| train_acc: 99.59%  	train_loss: 0.0131  	val_acc: 86.92%  	val_loss: 0.6055
Epoch 197/250 lr: 0.00015625 	| train_acc: 99.63%  	train_loss: 0.0123  	val_acc: 86.79%  	val_loss: 0.6159
Epoch 198/250 lr: 0.00015625 	| train_acc: 99.68%  	train_loss: 0.0114  	val_acc: 86.87%  	val_loss: 0.6111
Epoch 199/250 lr: 0.00015625 	| train_acc: 99.67%  	train_loss: 0.0118  	val_acc: 86.89%  	val_loss: 0.6077
Epoch 200/250 lr: 0.00015625 	| train_acc: 99.69%  	train_loss: 0.0110  	val_acc: 87.04%  	val_loss: 0.6065
Epoch 201/250 lr: 0.00015625 	| train_acc: 99.69%  	train_loss: 0.0111  	val_acc: 86.91%  	val_loss: 0.6135
Epoch 202/250 lr: 0.00015625 	| train_acc: 99.70%  	train_loss: 0.0102  	val_acc: 86.76%  	val_loss: 0.6162
Epoch 203/250 lr: 0.00015625 	| train_acc: 99.66%  	train_loss: 0.0114  	val_acc: 87.10%  	val_loss: 0.6149
